UAV ID,Ture ID,Predict ID,Distance
1031,272,271,1.986596884175862
1032,272,271,2.237369343946464
1033,272,271,4.463497835134984
1034,273,271,4.6718490829526855
1035,273,272,2.557310562576768
1036,273,272,4.015146202625698
1037,273,272,4.630443502462588
1038,274,273,3.8618420588161895
1039,274,273,3.2079740535942634
1040,274,273,4.992525768428017
1041,275,273,6.058035915158921
1042,275,274,6.339842481358344
1043,275,274,4.391313994140905
1044,275,274,4.150637810926542
1045,276,274,6.522382333822735
1046,276,275,5.3795133308896785
1047,276,275,5.736602633138314
1048,277,276,6.015864209061276
1049,277,276,6.225785030192141
1050,277,276,6.053733763737881
1051,277,276,7.700576950713779
1052,278,277,3.3181631304027217
1053,278,278,7.755387272350612
1054,278,277,5.890132833200835
1055,279,278,3.7529571677928284
1056,279,278,6.1889007094876805
1057,279,278,7.105918370187064
1058,279,278,8.025547448339841
1059,280,279,6.799120259948575
1060,280,279,6.280467612996441
1061,280,279,5.256617172037208
1062,281,279,5.536544563848199
1063,281,280,6.566781131213205
1064,281,280,7.048219819384004
1065,281,281,7.802702328142581
1066,282,281,6.5944102286986235
1067,282,280,7.554735517109614
1068,282,282,6.586107955288097
1069,283,281,8.686678895449127
1070,283,282,5.074638250069134
1071,283,283,10.809828992499632
1072,283,283,6.857492524173458
1073,284,282,7.6534258115720055
1074,284,283,8.188827140296123
1075,284,283,6.581834121947823
1076,285,284,8.941863455727125
1077,285,284,7.317788088177842
1078,285,283,10.958642542780606
1079,285,284,9.719272332334244
1080,286,285,6.8149104909242775
1081,286,285,6.865594262719314
1082,286,285,9.018178093273624
1083,287,287,5.688544000974883
1084,287,286,7.4301997359605005
1085,287,287,6.955191752389
1086,287,287,5.567974630054063
1087,288,287,7.41059316361473
1088,288,287,6.895537998961895
1089,288,287,8.118161277264026
1090,289,288,6.746425385422538
1091,289,288,5.285476017423066
1092,289,288,4.975212641892372
1093,289,289,6.831933452024894
1094,290,289,6.175021329172342
1095,290,289,7.440079643776496
1096,290,289,5.367190648221844
1097,291,289,6.79359031886614
1098,291,290,5.966953747724256
1099,291,290,3.857915190534526
1100,291,290,6.257649804779417
1101,292,290,6.259288295488272
1102,292,291,2.1218791238544967
1103,292,291,2.771192250681983
1104,293,291,2.554145677242726
1105,293,292,1.0888133341735595
1106,293,292,0.46191312117410116
1107,293,292,0.5820626503999654
1108,294,293,3.179039776959252
